id_cas,probability_0,probability_1
A38,0.5707181578604438,0.4292818421395562
A38,0.3930493179572003,0.6069506820427997
A38,0.31830491992233756,0.6816950800776626
A38,0.7028482200274194,0.2971517799725805
A39,0.3592940730805484,0.6407059269194516
A39,0.4485519832636907,0.5514480167363094
A39,0.6084169191864434,0.3915830808135565
A39,0.7141222247097484,0.28587777529025155
A39,0.40202220829916907,0.597977791700831
A3,0.36754642575100527,0.6324535742489945
A40,0.43619351029308395,0.5638064897069159
A40,0.3668956330872432,0.6331043669127567
A41,0.2769073454327704,0.7230926545672295
A41,0.19749614949980027,0.8025038505001999
A41,0.22397201605763079,0.7760279839423694
A42,0.401190050200374,0.5988099497996262
A43,0.32985448436238884,0.6701455156376112
A43,0.41138701598502625,0.5886129840149738
A44,0.2734508777410101,0.7265491222589899
A44,0.5,0.5
A45,0.2244891117514395,0.7755108882485605
A45,0.4676929861388283,0.5323070138611716
A45,0.49111732323374196,0.5088826767662581
A45,0.37135299997698457,0.6286470000230152
A45,0.32608377546716494,0.6739162245328353
A45,0.4769269530995321,0.5230730469004681
A46,0.27974370407836613,0.7202562959216339
A46,0.30499941869181574,0.6950005813081844
A46,0.45343644389363474,0.5465635561063653
A47,0.3381565898347315,0.6618434101652686
A48,0.6090105615728238,0.39098943842717615
A48,0.30503533589808857,0.6949646641019117
A48,0.3791644028736516,0.6208355971263484
A49,0.391726380952082,0.6082736190479181
A49,0.46202612792409536,0.5379738720759045
A49,0.3051236315563084,0.6948763684436917
A4,0.4753082870003714,0.5246917129996285
A4,0.3650462459665389,0.6349537540334611
A50,0.4226829392350394,0.5773170607649607
A50,0.5219737122231578,0.47802628777684203
A50,0.41649789892276173,0.5835021010772382
A51,0.3049880599298945,0.6950119400701057
A51,0.28589079945134876,0.7141092005486513
A52,0.3050019460459671,0.694998053954033
A52,0.4099565208780548,0.5900434791219452
A52,0.3050847968969059,0.6949152031030943
A53,0.40795898947755,0.59204101052245
A53,0.7640932652235763,0.23590673477642338
A53,0.7670886537783594,0.23291134622164072
A54,0.22194661264891336,0.7780533873510865
A54,0.5813420069741418,0.4186579930258582
A54,0.38601785062780164,0.6139821493721983
A55,0.44554564025079124,0.5544543597492088
A55,0.3501374718037425,0.6498625281962574
A56,0.4914832071697792,0.5085167928302209
A56,0.5697461595168528,0.43025384048314724
A56,0.5798686736465664,0.4201313263534336
A57,0.5897650602971534,0.41023493970284663
A57,0.7031289788840731,0.29687102111592667
A58,0.5544493625106827,0.4455506374893174
A58,0.4425066129955314,0.5574933870044686
A58,0.4107414871854378,0.5892585128145622
A59,0.3147992513649303,0.6852007486350696
A59,0.45006154723818936,0.5499384527618107
A59,0.470659338463,0.5293406615370001
A59,0.3373377789763989,0.662662221023601
A5,0.30506826581912394,0.6949317341808761
A5,0.42097103894145016,0.5790289610585498
A5,0.5058726329755521,0.4941273670244479
A60,0.33988105868804425,0.6601189413119561
A60,0.3463339933627797,0.6536660066372201
A61,0.485127022873793,0.5148729771262069
A61,0.4892549944346644,0.5107450055653354
A61,0.2741064493836682,0.7258935506163319
A62,0.32802678851996914,0.6719732114800308
A62,0.47036250372705624,0.5296374962729438
A63,0.34359049611310577,0.6564095038868943
A63,0.5595288982095055,0.4404711017904946
A64,0.17798231837557726,0.8220176816244227
A64,0.24218835777190828,0.7578116422280917
A64,0.30507368966407,0.69492631033593
A65,0.641928383369707,0.35807161663029297
A65,0.5827695247766294,0.41723047522337053
A65,0.5220362661975965,0.47796373380240365
A65,0.700943920272435,0.299056079727565
A66,0.5218541947802146,0.4781458052197855
A66,0.5426533528988146,0.45734664710118544
A66,0.4529618455554618,0.5470381544445382
A67,0.5616819656753648,0.4383180343246354
A67,0.43188803184040386,0.5681119681595961
A67,0.6377748416309408,0.3622251583690593
A68,0.13860186428251803,0.861398135717482
A68,0.2259689413502805,0.7740310586497195
A68,0.4533817532206303,0.5466182467793699
A68,0.4013440238220156,0.5986559761779843
A68,0.7353996950797973,0.26460030492020287
A68,0.2843465043928416,0.7156534956071584
A69,0.4293764962059255,0.5706235037940744
A6,0.313048076828287,0.686951923171713
A6,0.37429879983158354,0.6257012001684165
A6,0.26783353522809794,0.7321664647719021
A70,0.23260897529937333,0.7673910247006265
A70,0.27369058236985905,0.726309417630141
A70,0.6673457993597601,0.3326542006402398
A70,0.4210726196243579,0.5789273803756421
A71,0.3532661915986922,0.646733808401308
A71,0.30499551469239006,0.6950044853076102
A72,0.3051087740248911,0.6948912259751089
A72,0.5134833387738218,0.4865166612261783
A7,0.2588115628516798,0.7411884371483203
A8,0.5444886597886887,0.4555113402113114
A9,0.19354253085936346,0.8064574691406368
A9,0.5310845876720925,0.46891541232790734
B10,0.5,0.5
B10,0.5315487083516948,0.46845129164830535
B10,0.6263788037118669,0.37362119628813295
B11,0.6894570171694626,0.3105429828305375
B11,0.5276940083985979,0.4723059916014022
B12,0.5909380282333468,0.40906197176665315
B12,0.42215669628814523,0.5778433037118548
B12,0.7098431429356237,0.29015685706437644
B13,0.8814012997866953,0.1185987002133047
B13,0.7767535678455655,0.22324643215443443
B14,0.5912753118048218,0.40872468819517815
B14,0.7820143600732842,0.21798563992671563
B14,0.8533595082562835,0.14664049174371635
B15,0.7124801705737048,0.2875198294262953
B15,0.8268296784216963,0.17317032157830398
B15,0.6360378841961779,0.36396211580382204
B15,0.5928670847000191,0.40713291529998064
B16,0.8596378414225162,0.14036215857748396
B16,0.6841529142041245,0.3158470857958757
B17,0.6017224255136112,0.3982775744863889
B17,0.3955427836016957,0.6044572163983043
B17,0.48686846501798664,0.5131315349820132
B17,0.7420579970839638,0.257942002916036
B17,0.7378280914474772,0.26217190855252287
B17,0.5118615396420009,0.48813846035799907
B18,0.4256741927883032,0.5743258072116969
B18,0.3503679970063714,0.6496320029936287
B19,0.6498674306338647,0.35013256936613524
B19,0.6617479215469991,0.3382520784530009
B19,0.4255996014952468,0.5744003985047531
B19,0.3437330853760729,0.6562669146239271
B1,0.7783624013601071,0.22163759863989277
B1,0.8195202493553572,0.1804797506446427
B1,0.7420829866719308,0.25791701332806904
B20,0.4245878110294496,0.5754121889705502
B20,0.8676557978552818,0.1323442021447183
B20,0.3903989744585603,0.6096010255414396
B21,0.6656270535872373,0.3343729464127626
B21,0.39958482095490433,0.6004151790450957
B22,0.39150794084283413,0.6084920591571658
B23,0.38013698287333236,0.6198630171266676
B23,0.6253977924814424,0.37460220751855766
B24,0.41934402001950416,0.5806559799804958
B24,0.581232597250329,0.418767402749671
B24,0.5930098716353175,0.4069901283646826
B25,0.5056921329502845,0.4943078670497156
B26,0.6236049595399008,0.37639504046009936
B27,0.46662069836626063,0.5333793016337394
B27,0.46974366639087695,0.5302563336091229
B28,0.6127754194883218,0.3872245805116781
B29,0.6608192875602368,0.3391807124397633
B29,0.7288646317253132,0.2711353682746867
B2,0.4309918536915957,0.5690081463084042
B2,0.5785877277254059,0.4214122722745941
B2,0.41004441638937,0.58995558361063
B30,0.7420302263689526,0.2579697736310475
B30,0.5329930768722597,0.4670069231277402
B31,0.3817022053509211,0.618297794649079
B31,0.3516542084575961,0.6483457915424039
B31,0.5772121779538397,0.42278782204616033
B32,0.6669002681535161,0.3330997318464839
B32,0.8313543079120106,0.16864569208798932
B32,0.4297987950517992,0.5702012049482008
B33,0.7626623593575496,0.2373376406424505
B33,0.4803682642219707,0.5196317357780293
B33,0.5051435482174033,0.4948564517825969
B34,0.6244789734206091,0.3755210265793909
B34,0.7952559374710922,0.20474406252890773
B35,0.5210659626760488,0.4789340373239512
B35,0.6089008949995095,0.3910991050004905
B36,0.553693601391723,0.44630639860827687
B36,0.5,0.5
B37,0.44995003372535136,0.5500499662746487
B37,0.5631895352711118,0.4368104647288883
B38,0.649908320222731,0.350091679777269
B38,0.4944846520095952,0.5055153479904048
B38,0.5489518775623181,0.45104812243768194
B39,0.5125974458091727,0.48740255419082723
B39,0.712597262046237,0.287402737953763
B3,0.7420729530154998,0.2579270469844999
B3,0.644722848325361,0.355277151674639
B3,0.7721399486522803,0.2278600513477198
B40,0.30282221290854977,0.6971777870914504
B40,0.4263568496526485,0.5736431503473515
B40,0.6097043847766177,0.39029561522338213
B41,0.8508983398255021,0.149101660174498
B41,0.6000661563423139,0.39993384365768603
B41,0.847260619115805,0.15273938088419534
B41,0.6377961371355373,0.36220386286446277
B42-2023018413-3542142,0.5643835873012037,0.4356164126987961
B42-2023018413-3542142,0.39041034076439557,0.6095896592356044
B42-2023018413-3542142,0.41854128519995293,0.5814587148000472
B43,0.47561432903219253,0.5243856709678075
B43,0.47602725730893636,0.5239727426910635
B44,0.5814960122155585,0.41850398778444164
B44,0.690162547692301,0.30983745230769905
B44,0.5928608546987477,0.40713914530125245
B4,0.6189185324269333,0.38108146757306677
B4,0.3679070455541708,0.6320929544458292
B5,0.7183467074751536,0.28165329252484633
B5,0.6654287307421484,0.33457126925785163
B6,0.6690055833062851,0.33099441669371493
B6,0.6415620729269539,0.3584379270730461
B6,0.7206741458370505,0.27932585416294964
B7,0.520991749183475,0.4790082508165248
B7,0.5807713821101775,0.4192286178898225
B8,0.411451889953999,0.588548110046001
B8,0.5239554221809639,0.4760445778190361
B8,0.418017450040474,0.581982549959526
B9,0.777773732868035,0.22222626713196497
B9,0.5230514506096414,0.47694854939035863
C10,0.30497988891076633,0.6950201110892338
C10,0.39583263715138006,0.6041673628486199
C10,0.42902132024147277,0.5709786797585273
C10,0.27294658808904254,0.7270534119109574
C10,0.30508897812029123,0.6949110218797088
C11,0.4361565835678665,0.5638434164321335
C11,0.724378807768571,0.27562119223142884
C11,0.262839684774765,0.7371603152252352
C12,0.22445171946546974,0.7755482805345302
C12,0.22992565025638886,0.7700743497436109
C12,0.5291477552535921,0.4708522447464079
C12,0.6485784579959161,0.3514215420040839
C12,0.41189050948442046,0.5881094905155795
C13,0.4925832923031591,0.507416707696841
C13,0.4884895316988728,0.5115104683011271
C13,0.3429881978513993,0.6570118021486006
C14,0.3661035225388088,0.6338964774611912
C14,0.3563413453601128,0.6436586546398874
C14,0.5308548563657283,0.4691451436342719
C14,0.39123844511666156,0.6087615548833384
C15,0.4291072658779613,0.5708927341220386
C15,0.4201023417689187,0.5798976582310812
C16,0.41928690468140906,0.580713095318591
C16,0.5699307891468756,0.43006921085312433
C17,0.30498926856164793,0.695010731438352
C17,0.6356650703600901,0.3643349296399099
C17,0.5963094374979868,0.40369056250201313
C18,0.2801863593130362,0.7198136406869639
C18,0.3050612038648489,0.6949387961351511
C18,0.6389758080891323,0.36102419191086765
C18,0.596921264752223,0.4030787352477769
C19,0.2696783977727595,0.7303216022272406
C19,0.4167755790610316,0.5832244209389685
C19,0.5844591591088221,0.415540840891178
C1,0.6417767799026598,0.3582232200973402
C1,0.4247773482314197,0.5752226517685802
C1,0.30685188396200996,0.6931481160379901
C1,0.4082764425468304,0.5917235574531696
C1,0.5718389180806124,0.42816108191938773
C20,0.22853305001422447,0.7714669499857756
C20,0.48188835369737476,0.5181116463026253
C20,0.5,0.5
C21,0.5,0.5
C21,0.7297206725206097,0.2702793274793903
C22,0.48565534168208074,0.5143446583179192
C22,0.4558227226735401,0.54417727732646
C23,0.5741413285214858,0.42585867147851436
C23,0.5154827643558276,0.4845172356441722
C24,0.21172404640195763,0.7882759535980426
C24,0.19897546365437252,0.8010245363456275
C25,0.558434244526519,0.4415657554734808
C25,0.6451629266284064,0.3548370733715937
C25,0.3672405965759218,0.6327594034240782
C26,0.2762357752209682,0.7237642247790318
C26,0.3390317617390539,0.6609682382609462
C26,0.34670876857242156,0.6532912314275785
C27,0.41978735854039173,0.5802126414596082
C27,0.47747446211861827,0.5225255378813817
C27,0.3814839884874244,0.6185160115125756
C28,0.39621315669988894,0.6037868433001111
C28,0.436737178065341,0.5632628219346592
C29,0.3189926428303348,0.6810073571696652
C29,0.3050794317315635,0.6949205682684364
C29,0.37234731918241887,0.6276526808175811
C29,0.30500775384049367,0.694992246159506
C29,0.6973763349838008,0.30262366501619914
C29,0.5946849610442873,0.4053150389557128
C2,0.4405208877728204,0.5594791122271795
C2,0.5703260712684026,0.42967392873159743
C2,0.5876366847665615,0.41236331523343867
C30,0.2737582705838981,0.7262417294161018
C30,0.3050365547033845,0.6949634452966157
C30,0.49473064528423644,0.5052693547157634
C30,0.36698377779826685,0.6330162222017331
C30,0.43567973152057826,0.5643202684794217
C31,0.5706066292883556,0.42939337071164446
C31,0.46048349599407273,0.5395165040059273
C31,0.6998315477723371,0.30016845222766264
C31,0.3771604259367333,0.6228395740632667
C32,0.7025136335853428,0.2974863664146573
C32,0.6455638119644133,0.3544361880355867
C3,0.41243028664657194,0.587569713353428
C3,0.6788717469652288,0.3211282530347708
C3,0.30515944293114733,0.6948405570688527
C4,0.5939074885960697,0.40609251140393043
C4,0.30503058343314293,0.6949694165668572
C5,0.5894320426290013,0.4105679573709987
C5,0.39254435996490694,0.607455640035093
C6,0.656462250692779,0.34353774930722103
C6,0.38016770697492025,0.6198322930250799
C7,0.5640076392524352,0.43599236074756464
C7,0.30510349566713313,0.6948965043328666
C8,0.28275013211980204,0.717249867880198
C8,0.2658306349553208,0.7341693650446792
C9,0.485886170258128,0.514113829741872
C9,0.3050836434463146,0.6949163565536852
D10,0.5751884489546992,0.42481155104530066
D10,0.6765656524359779,0.3234343475640223
D10,0.4580988213812081,0.5419011786187918
D11,0.7348520597745997,0.26514794022540045
D11,0.7420922424446225,0.25790775755537754
D11,0.784538134457229,0.21546186554277108
D11,0.5468673761936328,0.4531326238063674
D12,0.6764040790042818,0.323595920995718
D12,0.7420581490928806,0.25794185090711924
D13,0.48703950056255046,0.5129604994374497
D14,0.5,0.5
D14,0.4585966498671451,0.5414033501328549
D14,0.5306653925948736,0.4693346074051266
D15,0.7700261231968976,0.22997387680310244
D15,0.8049522740731311,0.19504772592686892
D15,0.7420828517387923,0.25791714826120765
D16,0.6136211369943201,0.38637886300568003
D17,0.6203405011182146,0.3796594988817854
D17,0.7748004452218783,0.2251995547781217
D17,0.528742000998765,0.471257999001235
D17,0.6710245650262091,0.32897543497379095
D17,0.6384072166520125,0.36159278334798745
D17,0.6290377185637614,0.3709622814362385
D17,0.5419357658792188,0.45806423412078096
D18,0.5330928951614805,0.4669071048385198
D18,0.5845459084338303,0.4154540915661697
D18,0.7743417888870303,0.2256582111129697
D18,0.8501305305976355,0.14986946940236456
D18,0.6792110789825867,0.3207889210174136
D18,0.456703091806862,0.543296908193138
D19,0.6189704266535587,0.3810295733464412
D19,0.6920867083470446,0.30791329165295517
D19,0.7529869747002846,0.2470130252997152
D1,0.7505567708418954,0.24944322915810455
D1,0.6651999857044028,0.33480001429559714
D20,0.5581919752294089,0.44180802477059106
D20,0.6676209159331066,0.3323790840668936
D20,0.6974346554448009,0.30256534455519907
D20,0.4897359719490056,0.5102640280509945
D21,0.5864037769135251,0.4135962230864748
D21,0.42693206837635134,0.5730679316236486
D22,0.6663211457900132,0.33367885420998683
D22,0.7421191026262269,0.2578808973737728
D23,0.6995109480275884,0.3004890519724116
D23,0.5724135455295272,0.4275864544704728
D23,0.7490703537115324,0.2509296462884676
D24,0.7421099413222539,0.25789005867774606
D24,0.6021050051657112,0.3978949948342887
D24,0.4842953025264657,0.5157046974735344
D24,0.7118766559576986,0.2881233440423013
D24,0.6027849337785061,0.3972150662214937
D25,0.43850688547999433,0.5614931145200058
D25,0.5217141507620441,0.478285849237956
D25,0.6276106345256691,0.37238936547433094
D26,0.4698682686982503,0.5301317313017497
D26,0.40042265821391476,0.5995773417860852
D26,0.5,0.5
D27,0.7421335409767175,0.2578664590232827
D27,0.6249084455879425,0.37509155441205744
D27,0.5941292597983581,0.4058707402016418
D27,0.7421546998473089,0.25784530015269114
D27,0.7614578554048963,0.23854214459510376
D27,0.7421216800576311,0.25787831994236915
D27,0.7255200409444004,0.2744799590555996
D28,0.7325066288796551,0.26749337112034494
D29,0.7404260064875628,0.25957399351243726
D29,0.7316191482606573,0.2683808517393428
D29,0.6459158793570606,0.3540841206429394
D2,0.6983272922319628,0.3016727077680373
D2,0.7421232327703021,0.2578767672296978
D2,0.5144764009173474,0.48552359908265247
D2,0.602762183220479,0.397237816779521
D2,0.5106239633231662,0.48937603667683394
D30,0.7420827319683241,0.25791726803167575
D31,0.6248173079666397,0.37518269203336024
D31,0.7420506783347123,0.2579493216652877
D32,0.7439754108320595,0.25602458916794074
D32,0.905038608490301,0.09496139150969908
D32,0.7927397660336226,0.20726023396637733
D32,0.7451547154964439,0.25484528450355604
D32,0.5480378921689636,0.4519621078310364
D33,0.5,0.5
D33,0.6217477202597144,0.37825227974028564
D33,0.4854886902420007,0.5145113097579992
D33,0.6015824757454812,0.3984175242545187
D34,0.5205060627298063,0.47949393727019374
D34,0.7421530286077171,0.25784697139228263
D35,0.4798992640123598,0.5201007359876403
D35,0.5670255216498267,0.4329744783501732
D36,0.5384077612856758,0.4615922387143242
D36,0.399951577861832,0.600048422138168
D36,0.46983060858812603,0.5301693914118741
D36,0.7802578641414722,0.21974213585852787
D37,0.3529384713951466,0.6470615286048533
D37,0.34613518910469543,0.6538648108953046
D38,0.7420002435630482,0.25799975643695156
D38,0.6996349429587883,0.3003650570412118
D39,0.5445931814162828,0.45540681858371745
D39,0.43478907310143017,0.5652109268985698
D3,0.3769608246017982,0.6230391753982017
D3,0.47141418611660135,0.5285858138833985
D3,0.6348233382467606,0.36517666175323943
D40,0.5,0.5
D40,0.7773082393108027,0.22269176068919727
D40,0.5309873240728306,0.46901267592716966
D40,0.6300068410955142,0.3699931589044858
D41,0.6564190042218085,0.34358099577819157
D41,0.7788080504001307,0.2211919495998693
D41,0.808860326091144,0.19113967390885617
D41,0.7420406240317622,0.25795937596823804
D42,0.648498099721056,0.351501900278944
D42,0.5992367807198482,0.40076321928015174
D42,0.7421641280038285,0.25783587199617153
D42,0.7407534446439132,0.2592465553560868
D43,0.7420178768418102,0.2579821231581899
D43,0.7748136982754971,0.22518630172450307
D43,0.7620023548257886,0.2379976451742114
D44,0.4893104179215091,0.5106895820784909
D44,0.6768889006655782,0.32311109933442167
D45,0.21335286552180174,0.7866471344781982
D45,0.5618679567152562,0.43813204328474376
D46,0.5513676163210495,0.44863238367895053
D46,0.42880226780353115,0.571197732196469
D46,0.34078135927427344,0.6592186407257266
D46,0.5931008727100738,0.4068991272899262
D47,0.5103719685492076,0.4896280314507923
D47,0.5995270293718324,0.40047297062816756
D47,0.5742891587693619,0.42571084123063807
D48,0.7080614266945134,0.29193857330548656
D48,0.35546640182311645,0.6445335981768834
D48,0.6220872711073061,0.37791272889269384
D49,0.38866486214270474,0.6113351378572951
D4,0.5757129871331247,0.4242870128668753
D4,0.753597221702205,0.2464027782977952
D4,0.719513978801316,0.28048602119868404
D50,0.5091413302647056,0.4908586697352943
D50,0.6995913653449689,0.3004086346550309
D50,0.61914979859847,0.3808502014015299
D50,0.6049942938254025,0.3950057061745974
D51,0.805377311229916,0.19462268877008404
D51,0.7003004045523247,0.2996995954476753
D51,0.6005758452058548,0.39942415479414506
D51,0.5717439284785772,0.4282560715214228
D52-2023115569-4135657,0.6162555645995311,0.3837444354004689
D52-2023115569-4135657,0.5,0.5
D53,0.798633883069945,0.2013661169300552
D53,0.5716243944847295,0.42837560551527065
D54,0.4268832464404143,0.5731167535595857
D54,0.6929870912182303,0.3070129087817695
D55,0.7622632854356161,0.23773671456438378
D56,0.6777057008335345,0.3222942991664653
D56,0.6011146976326074,0.39888530236739267
D56,0.8100158470306401,0.18998415296936005
D56,0.7518564080814385,0.2481435919185615
D56,0.7421388935592396,0.2578611064407606
D56,0.6688667889460755,0.3311332110539245
D56,0.6935281205814015,0.3064718794185984
D56,0.6216901539689588,0.37830984603104106
D57,0.7351918875176678,0.2648081124823321
D57,0.7819452255280084,0.21805477447199131
D57,0.5351608269346984,0.46483917306530165
D57,0.5839907204727709,0.416009279527229
D57,0.6020676373876909,0.39793236261230913
D57,0.7838036169146472,0.2161963830853528
D57,0.7658674960291028,0.2341325039708972
D58,0.7934910519656263,0.2065089480343735
D58,0.6908697619709622,0.30913023802903805
D58,0.6778882624674846,0.32211173753251543
D58,0.7176878164124643,0.28231218358753574
D59,0.6861785394723383,0.3138214605276618
D59,0.7421232395664457,0.2578767604335542
D59,0.7997341374357572,0.20026586256424286
D59,0.7556185670096238,0.24438143299037624
D59,0.7595888602243672,0.24041113977563294
D5,0.3411450394335632,0.6588549605664369
D5,0.36595512256069784,0.634044877439302
D5,0.7265169216975959,0.27348307830240415
D5,0.5976593388990757,0.4023406611009241
D5,0.33499590283418196,0.665004097165818
D60,0.7420801292055753,0.2579198707944246
D60,0.5747904242241019,0.42520957577589813
D60,0.6847715141846535,0.3152284858153464
D60,0.7420357976450453,0.25796420235495476
D60,0.5628387090634361,0.43716129093656386
D6,0.7420340908409763,0.25796590915902373
D6,0.8311826813482667,0.1688173186517332
D6,0.5869470743263493,0.4130529256736507
D6,0.633070992683799,0.36692900731620093
D7-2023341425-5475728,0.6985536533494133,0.30144634665058684
D7-2023341425-5475728,0.7951070312416725,0.20489296875832744
D7-2023341425-5475728,0.5981745425168046,0.4018254574831955
D8-2023337661-5453461,0.6209155579329094,0.3790844420670906
D8-2023337661-5453461,0.4036519779136467,0.5963480220863534
D9-2023070122-3860303,0.566263589065447,0.433736410934553
D9-2023070122-3860303,0.6132085467359213,0.38679145326407854
D9-2023070122-3860303,0.6797684601354379,0.320231539864562
